Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Date,Origin,
"Grimaldi","Moon",173.49,-5.38,-68.36,"Planetographic  +East  -180 - 180","Approved","1935","Francesco Maria; Italian astronomer, physicist (1618-1663).",
"[Grimm]","Moon",0,-15,130.2,"Planetographic  +East  -180 - 180","Not Approved"," ","Wilhelm Karl; German story-teller (1786-1859).",
"Grissom","Moon",59.82,-46.92,-147.98,"Planetographic  +East  -180 - 180","Approved","1970","Virgil Ivan (""Gus""); American astronaut (1926-1967).",
"Grotrian","Moon",36.78,-66.15,128.28,"Planetographic  +East  -180 - 180","Approved","1970","Walter; German astronomer (1890-1954).",
"Grove","Moon",28.55,40.3,32.98,"Planetographic  +East  -180 - 180","Approved","1935","Sir William Robert; British physicist (1811-1896).",
"Gruemberger","Moon",91.5,-67.04,-10.3,"Planetographic  +East  -180 - 180","Approved","1935","Christoph; Austrian astronomer (1561-1636).",
"Gruithuisen","Moon",14.98,32.89,-39.78,"Planetographic  +East  -180 - 180","Approved","1935","Franz von; German astronomer (1774-1852).",
"Guericke","Moon",60.75,-11.57,-14.19,"Planetographic  +East  -180 - 180","Approved","1935","Otto von; German physicist, engineer, naturalist (1602-1686).",
"Guest","Moon",19.79,-19.79,117.39,"Planetographic  +East  -180 - 180","Approved","Jul 25, 2017","John E.; British volcanologist (1938-2012).",
"Guillaume","Moon",56.75,45.16,-173.38,"Planetographic  +East  -180 - 180","Approved","1979","Charles Edouard; Swiss metallurgist; Nobel laureate (1861-1938).",
"Gullstrand","Moon",45.05,44.95,-129.67,"Planetographic  +East  -180 - 180","Approved","1970","Allvar; Swedish ophthalmologist; Nobel laureate (1862-1930).",
"Gum","Moon",54.55,-40.34,88.91,"Planetographic  +East  -180 - 180","Approved","1970","Colin; Australian astronomer (1924-1960).",
"Gutenberg","Moon",70.65,-8.61,41.25,"Planetographic  +East  -180 - 180","Approved","1935","Johannes Gensfleisch Zur Laden; German inventor (c. 1390-1468).",
"Guthnick","Moon",37.03,-47.76,-94.04,"Planetographic  +East  -180 - 180","Approved","1970","Paul; German astronomer (1879-1947).",
"Guyot","Moon",98.28,11.63,117.12,"Planetographic  +East  -180 - 180","Approved","1970","Arnold Henry; Swiss-born American geographer, geologist (1807-1884).",
"Gyldén","Moon",48.15,-5.37,0.23,"Planetographic  +East  -180 - 180","Approved","1935","Johan August Hugo; Swedish astronomer (1841-1896).",
"Haber","Moon",56.79,83.4,-94.63,"Planetographic  +East  -180 - 180","Approved","Jan 22, 2009","Fritz; German-Swiss chemist, Nobel Prize winner 1918 (1868-1934).",
"[Hadley]","Moon",5.86,25.46,2.8,"Planetographic  +East  -180 - 180","Dropped","1985","John; British instrument maker (1682-1744).",
"Hagecius","Moon",79.55,-59.92,46.63,"Planetographic  +East  -180 - 180","Approved","1935","Hayek, Thaddaeus; Czechoslovakian astronomer, mathematician (1525-1600).",
"Hagen","Moon",57.52,-48.32,135.95,"Planetographic  +East  -180 - 180","Approved","1970","Johann Georg; Austrian astronomer (1847-1930).",
"Hahn","Moon",87.49,31.22,73.55,"Planetographic  +East  -180 - 180","Approved","1935","Friedrich von; German astronomer (1741-1805); Otto; German chemist (1879-1968).",
"Haidinger","Moon",21.33,-39.18,-25.14,"Planetographic  +East  -180 - 180","Approved","1935","Wilhelm Karl von; Austrian geologist, physicist (1795-1871).",
"Hainzel","Moon",70.56,-41.23,-33.52,"Planetographic  +East  -180 - 180","Approved","1935","Paul; German astronomer (1527-1581).",
"Haldane","Moon",40.26,-1.66,84.11,"Planetographic  +East  -180 - 180","Approved","1973","John Burdon Sanderson; British doctor (1892-1964).",
"Hale","Moon",84.42,-74.13,91.71,"Planetographic  +East  -180 - 180","Approved","1964","George Ellery; American astronomer (1868-1938); William; British rocket scientist (1797-1870).",
"Hall","Moon",31.77,33.81,36.75,"Planetographic  +East  -180 - 180","Approved","1935","Asaph; American astronomer (1829-1907).",
"Halley","Moon",34.59,-8.05,5.73,"Planetographic  +East  -180 - 180","Approved","1935","Edmond; British astronomer (1656-1742).",
"Hamilton","Moon",57.45,-42.77,84.41,"Planetographic  +East  -180 - 180","Approved","1964","Sir William Rowan; Irish mathematician (1805-1865).",
"Hanno","Moon",59.54,-56.46,71.38,"Planetographic  +East  -180 - 180","Approved","1935","Carthaginian navigator(unkn-c. 500 B.C.).",
"Hansen","Moon",41.18,14.04,72.54,"Planetographic  +East  -180 - 180","Approved","1935","Peter Andreas; Danish astronomer (1795-1874).",
"Hansteen","Moon",44.99,-11.53,-52.06,"Planetographic  +East  -180 - 180","Approved","1935","Christopher; Norwegian astronomer (1784-1873).",
"Harden","Moon",14.98,5.46,143.55,"Planetographic  +East  -180 - 180","Approved","1976","Sir Arthur; British chemist; Nobel laureate (1865-1940).",
"Harding","Moon",22.57,43.54,-71.66,"Planetographic  +East  -180 - 180","Approved","1935","Karl Ludwig; German astronomer (1765-1834).",
"Haret","Moon",29.77,-58.77,-176.19,"Planetographic  +East  -180 - 180","Approved","1970","Spiru; Rumanian astronomer (1851-1912).",
"Hargreaves","Moon",18,-2.18,64.09,"Planetographic  +East  -180 - 180","Approved","1979","Frederick James; British astronomer, optician (1891-1970).",
"Harkhebi","Moon",337.14,40.87,98.74,"Planetographic  +East  -180 - 180","Approved","1979","Egyptian astronomer (c. 300 B.C.).",
"Harlan","Moon",63.45,-38.31,79.65,"Planetographic  +East  -180 - 180","Approved","2000","Harlan James Smith; American astronomer (1924-1991). ",
"Harold","Moon",1.43,-10.88,-6.07,"Planetographic  +East  -180 - 180","Approved","1976","Scandinavian male name.",
"Harpalus","Moon",39.77,52.73,-43.49,"Planetographic  +East  -180 - 180","Approved","1935","Greek astronomer (unkn-c. 460 B.C.).",
"Harriot","Moon",52.77,33.2,114.4,"Planetographic  +East  -180 - 180","Approved","1970","Thomas; British mathematician, astronomer (1560-1621).",
"Hartmann","Moon",63.29,2.71,135.45,"Planetographic  +East  -180 - 180","Approved","1970","Johannes Franz; German astronomer (1865-1936).",
"Hartwig","Moon",78.46,-6.14,-80.47,"Planetographic  +East  -180 - 180","Approved","1964","(Carl) Ernst (Albrecht); German astronomer (1851-1923).",
"Harvey","Moon",59.98,19.35,-146.51,"Planetographic  +East  -180 - 180","Approved","1970","William; British doctor (1578-1657).",
"Hase","Moon",82.08,-29.37,62.68,"Planetographic  +East  -180 - 180","Approved","1935","Johann Matthias; German mathematician (1684-1742).",
"Haskin","Moon",66.57,81.51,133.16,"Planetographic  +East  -180 - 180","Approved","Jan 22, 2009","Larry A.; American chemist, geochemist (1934-2005).",
"Hatanaka","Moon",30.15,29.33,-121.92,"Planetographic  +East  -180 - 180","Approved","1970","Takeo; Japanese astronomer (1914-1963).",
"Hausen","Moon",163.24,-65.11,-88.49,"Planetographic  +East  -180 - 180","Approved","1961","Christian August; German astronomer, mathematician, physicist (1693-1743).",
"Hawke","Moon",13.2,-66.61,128.65,"Planetographic  +East  -180 - 180","Approved","Mar 16, 2018","Bernard Ray; American lunar scientist (1946-2015).",
"Haworth","Moon",51.42,-87.45,-5.17,"Planetographic  +East  -180 - 180","Approved","Oct 30, 2008","Sir Walter Norman; English chemist, 1937 Nobel Prize winner for chemistry (1883-1950).",
"Hayford","Moon",28.15,12.68,-176.45,"Planetographic  +East  -180 - 180","Approved","1970","John Fillmore; American civil engineer, geodesist (1868-1925).",
"Hayn","Moon",86.21,64.56,83.87,"Planetographic  +East  -180 - 180","Approved","1964","Friedrich Karl; German astronomer (1863-1928).",
"Healy","Moon",37.98,32.5,-111,"Planetographic  +East  -180 - 180","Approved","1970","Roy; American rocketry scientist (1915-1968).",
"Heaviside","Moon",164.46,-10.44,166.77,"Planetographic  +East  -180 - 180","Approved","1970","Oliver; British mathematician, physicist (1850-1925).",
"Hecataeus","Moon",133.67,-22.06,79.68,"Planetographic  +East  -180 - 180","Approved","1935","Greek geographer (unkn-c. 476 B.C.).",
"Hédervári","Moon",74.14,-81.77,85.6,"Planetographic  +East  -180 - 180","Approved","1994","Peter; Hungarian geoscientist (1931-1984).",
"Hedin","Moon",157.38,2.87,-76.57,"Planetographic  +East  -180 - 180","Approved","1964","Sven Anders; Swedish explorer (1865-1952).",
"Hegu","Moon",2.2,-46.3,177.57,"Planetographic  +East  -180 - 180","Approved","Feb 4, 2019","Constellation name in the ancient Chinese star map, which contains the star Altair, also known as Niulang, the cowherd who marries Zhinyu in the Chinese folk tale “The Cowherd and the Weaver Girl.”",
"[Heine]","Moon",0,-14.4,132,"Planetographic  +East  -180 - 180","Not Approved"," ","Heinrich; German poet and critic (1797-1856).",
"Heinrich","Moon",6.86,24.84,-15.37,"Planetographic  +East  -180 - 180","Approved","1979","Wladimir Wáclav; Czechoslovakian astronomer (1884-1965).",
"Heinsius","Moon",64.87,-39.48,-17.82,"Planetographic  +East  -180 - 180","Approved","1935","Gottfried; German astronomer (1709-1769).",
"Heis","Moon",13.69,32.47,-31.98,"Planetographic  +East  -180 - 180","Approved","1935","Eduard; German astronomer (1806-1877).",
"Helberg","Moon",61.93,22.63,-102.46,"Planetographic  +East  -180 - 180","Approved","1970","Robert J.; American aeronautical engineer (1906-1967).",
"Helicon","Moon",23.74,40.43,-23.11,"Planetographic  +East  -180 - 180","Approved","1935","Greek astronomer, mathematician (fl. c. 361 B.C.).",
"Hell","Moon",33.31,-32.41,-7.8,"Planetographic  +East  -180 - 180","Approved","1935","Maximilian; Hungarian astronomer (1720-1792).",
"Helmert","Moon",26.72,-7.56,87.67,"Planetographic  +East  -180 - 180","Approved","1973","Friedrich Robert; German astronomer, geodesist (1843-1917).",
"Helmholtz","Moon",110.16,-68.64,65.34,"Planetographic  +East  -180 - 180","Approved","1935","Hermann Von; German doctor (1821-1894).",
"Henderson","Moon",43.49,4.76,152,"Planetographic  +East  -180 - 180","Approved","1970","Thomas; Scottish astronomer (1798-1844).",
"Hendrix","Moon",16.63,-46.86,-159.97,"Planetographic  +East  -180 - 180","Approved","1970","Don Osgood; American optician (1905-1961).",
"Henry","Moon",39.06,-23.97,-57.01,"Planetographic  +East  -180 - 180","Approved","1970","Joseph; American physicist (1797-1878).",
"Henry Frères","Moon",41.73,-23.52,-59.02,"Planetographic  +East  -180 - 180","Approved","1961","Prosper; French astronomer (1849-1903); Paul; French astronomer (1848-1905).",
"Henyey","Moon",68.74,12.7,-152.33,"Planetographic  +East  -180 - 180","Approved","1970","Louis George; American astronomer (1910-1970).",
"Heraclitus","Moon",85.74,-49.31,6.42,"Planetographic  +East  -180 - 180","Approved","1935","Greek philosopher (c. 540-480 B.C.).",
"Hercules","Moon",68.32,46.82,39.21,"Planetographic  +East  -180 - 180","Approved","1935","Latin spelling for Greek mythological hero Heracles.",
"Herigonius","Moon",14.86,-13.36,-33.97,"Planetographic  +East  -180 - 180","Approved","1935","Herigone, Pierre; French mathematician, astronomer (fl. 1634).",
"Hermann","Moon",15.92,-0.87,-57.47,"Planetographic  +East  -180 - 180","Approved","1935","Jacob; Swiss mathematician (1678-1733).",
"Hermite","Moon",108.64,86.17,-93.32,"Planetographic  +East  -180 - 180","Approved","1964","Charles; French mathematician (1822-1901).",
"Herodotus","Moon",35.87,23.25,-49.84,"Planetographic  +East  -180 - 180","Approved","1935","Of Halikarnassus; Greek historian (c. 484-408 B.C.).",
"Heron (Hero)","Moon",28.1,0.65,119.88,"Planetographic  +East  -180 - 180","Approved","1976","Egyptian inventor (unkn-c. 100 B.C.).",
"Herschel","Moon",39.09,-5.69,-2.09,"Planetographic  +East  -180 - 180","Approved","1935","Sir William; German-born British astronomer (1738-1822).",
"Hertz","Moon",82.94,13.32,104.56,"Planetographic  +East  -180 - 180","Approved","1961","Heinrich Rudolf; German physicist (1857-1894).",
"Hertzsprung","Moon",536.37,1.37,-128.66,"Planetographic  +East  -180 - 180","Approved","1970","Ejnar; Danish astronomer (1873-1967).",
"Hesiodus","Moon",43.24,-29.42,-16.42,"Planetographic  +East  -180 - 180","Approved","1935","Hesiod; Greek humanitarian (c. 735 B.C.).",
"Hess","Moon",90.44,-54.47,174.19,"Planetographic  +East  -180 - 180","Approved","1970","Victor Franz (Francis); American physicist (1883-1964); Harry Hammond; American geologist (1906-1969).",
"Hevelius","Moon",113.87,2.2,-67.46,"Planetographic  +East  -180 - 180","Approved","1935","Howelcke, Johann; Polish astronomer (1611-1687).",
"Hevesy","Moon",49.99,83.09,149.15,"Planetographic  +East  -180 - 180","Approved","Jan 22, 2009","Georg Karl; Hungarian chemist, Nobel Prize winner 1943 (1885-1966).",
"Heymans","Moon",46.45,74.76,-144.94,"Planetographic  +East  -180 - 180","Approved","1970","Corneille-Jean-François; Belgian physiologist; Nobel laureate (1892-1968).",
"Heyrovsky","Moon",16.66,-39.55,-95.42,"Planetographic  +East  -180 - 180","Approved","1985","Jaroslav; Czechoslovakian chemist (1890-1967).",
"H. G. Wells","Moon",108.9,40.84,122.63,"Planetographic  +East  -180 - 180","Approved","1970","Herbert George; British scientific writer (1866-1946).",
"Hilbert","Moon",173.24,-17.87,108.32,"Planetographic  +East  -180 - 180","Approved","1970","David; German mathematician (1862-1943).",
"Hildegard","Moon",122,-51.68,127.74,"Planetographic  +East  -180 - 180","Approved","Feb 25, 2016","Hildegard von Bingen; German writer, composer, mystic and visionary. In Germany she is considered the founder of the scientific study of natural history (1098- 1179).",
"Hill","Moon",15.86,20.91,40.81,"Planetographic  +East  -180 - 180","Approved","1973","George William; American astronomer, mathematician (1838-1914).",
"Hind","Moon",28.5,-7.92,7.31,"Planetographic  +East  -180 - 180","Approved","1935","John Russell; British astronomer (1823-1895).",
"Hinshelwood","Moon",13.35,89.41,-51.89,"Planetographic  +East  -180 - 180","Approved","Apr 17, 2009","Sir Cyril Norman; English chemist, Nobel Prize winner 1956 (1897-1967).",
"Hippalus","Moon",57.36,-24.92,-30.42,"Planetographic  +East  -180 - 180","Approved","1935","Greek explorer (unkn-c. 120).",
"Hipparchus","Moon",143.95,-5.36,4.91,"Planetographic  +East  -180 - 180","Approved","1935","Greek astronomer (unkn-fl. 140 B.C.).",
"Hippocrates","Moon",59.24,70.26,-146.54,"Planetographic  +East  -180 - 180","Approved","1970","Greek doctor (c. 460-377 B.C.).",
"Hirayama","Moon",145.21,-6.01,93.63,"Planetographic  +East  -180 - 180","Approved","1970","Kiyotsugu; Japanese astronomer (1874-1943); Shin; Japanese astronomer (1867-1945).",
"Hoffmeister","Moon",44.46,15.04,136.84,"Planetographic  +East  -180 - 180","Approved","1970","Cuno; German astronomer (1892-1968).",
"Hogg","Moon",38.39,33.51,121.96,"Planetographic  +East  -180 - 180","Approved","1970","Arthur Robert; Australian astronomer (1903-1966); Frank Scott; Canadian astronomer (1904-1951).",
"Hohmann","Moon",16.81,-17.92,-94.26,"Planetographic  +East  -180 - 180","Approved","1970","Walter; German space flight engineer (1880-1945).",
"Holden","Moon",47.6,-19.19,62.53,"Planetographic  +East  -180 - 180","Approved","1935","Edward Singleton; American astronomer (1846-1914).",
"Holetschek","Moon",37.77,-27.61,151.15,"Planetographic  +East  -180 - 180","Approved","1970","Johann; Austrian astronomer (1846-1923).",
"[Homer]","Moon",0,-24.3,133.6,"Planetographic  +East  -180 - 180","Not Approved"," ","Greek epic poet (8th or 9th century B.C.).",
"Hommel","Moon",113.6,-54.74,32.93,"Planetographic  +East  -180 - 180","Approved","1935","Johann; German astronomer, mathematician (1518-1562).",
"Hooke","Moon",34.35,41.14,54.86,"Planetographic  +East  -180 - 180","Approved","1935","Robert; British physicist, inventor (1635-1703).",
"Hopmann","Moon",87.84,-51.01,159.23,"Planetographic  +East  -180 - 180","Approved","1979","Josef; Austrian astronomer (1890-1975).",
"Hornsby","Moon",2.85,23.8,12.51,"Planetographic  +East  -180 - 180","Approved","1973","Thomas; British astronomer (1733-1810).",
"Horrebow","Moon",24.98,58.8,-40.93,"Planetographic  +East  -180 - 180","Approved","1935","Peder; Danish astronomer (1679-1764).",
"Horrocks","Moon",29.65,-3.99,5.85,"Planetographic  +East  -180 - 180","Approved","1935","Jeremiah; British astronomer (1619-1641).",
"Hortensius","Moon",14.16,6.47,-28,"Planetographic  +East  -180 - 180","Approved","1935","Hove, Martin van den; Dutch astronomer (1605-1639).",
"Houssay","Moon",31.41,83.11,98.52,"Planetographic  +East  -180 - 180","Approved","Jan 22, 2009","Bernardo Alberto; Argentinean physiologist, Nobel Prize winner 1947 (1887-1971).",
"Houtermans","Moon",42.68,-9.42,87.38,"Planetographic  +East  -180 - 180","Approved","1973","Friedrich Georg; German physicist (1903-1966).",
"Houzeau","Moon",76.84,-17.25,-123.89,"Planetographic  +East  -180 - 180","Approved","1970","Jean-Charles-Hippolyte-Joseph de Lehaie; Belgian astronomer (1820-1888).",
"Hubble","Moon",81.84,22.29,86.91,"Planetographic  +East  -180 - 180","Approved","1964","Edwin Powell; American astronomer (1889-1953).",
"Huggins","Moon",65.79,-41.07,-1.52,"Planetographic  +East  -180 - 180","Approved","1935","Sir William; British astronomer (1824-1910).",
"[Hugo]","Moon",0,-0.7,92.9,"Planetographic  +East  -180 - 180","Not Approved"," ","Victor; French writer, dramatist, poet (1802-1885).",
"Humason","Moon",4.34,30.73,-56.66,"Planetographic  +East  -180 - 180","Approved","1973","Milton Lasell; American astronomer (1891-1972).",
"Humboldt","Moon",199.46,-27.02,80.96,"Planetographic  +East  -180 - 180","Approved","1935","Wilhelm von; German philologist (1767-1835).",
"Hume","Moon",22.3,-4.68,90.47,"Planetographic  +East  -180 - 180","Approved","1976","David; Scottish philosopher (1711-1776).",
